CODGEO,LIBGEO,EPCI,LIBEPCI,NATURE_EPCI
59597,Tilloy-lez-Cambrai,245900915,CC de l'Ouest Cambrésis,CC
59598,Toufflers,245900410,CU de Lille Métropole,CU
59599,Tourcoing,245900410,CU de Lille Métropole,CU
59600,Tourmignies,245900857,CC du Pays de Pévèle,CC
59601,Trélon,245900824,CC Guide du Pays de Trélon,CC
59602,Tressin,245900410,CU de Lille Métropole,CU
59603,Trith-Saint-Léger,245901145,CA de la Porte du Hainaut,CA
59604,Troisvilles,200030633,CC du Caudrésis et du Catésis,CC
59605,Uxem,245901004,CC de Flandre,CC
59606,Valenciennes,245901160,CA de Valenciennes Métropole,CA
59607,Vendegies-au-Bois,200004653,CC du Quercitain,CC
59608,Vendegies-sur-Écaillon,245901038,CC du Pays du Solesmois,CC
59609,Vendeville,245900410,CU de Lille Métropole,CU
59610,Verchain-Maugré,245901160,CA de Valenciennes Métropole,CA
59611,Verlinghem,245900410,CU de Lille Métropole,CU
59612,Vertain,245901038,CC du Pays du Solesmois,CC
59613,Vicq,245901160,CA de Valenciennes Métropole,CA
59614,Viesly,245901038,CC du Pays du Solesmois,CC
59615,Vieux-Berquin,245900998,CC Rurales des Monts de Flandre,CC
59616,Vieux-Condé,245901160,CA de Valenciennes Métropole,CA
59617,Vieux-Mesnil,245901087,CA Maubeuge Val de la Sambre,CA
59618,Vieux-Reng,245900956,CC du Nord Maubeuge,CC
59619,Villereau,200004653,CC du Quercitain,CC
59620,Villers-au-Tertre,245901228,CA du Douaisis,CA
59622,Villers-en-Cauchies,245900634,CA de Cambrai,CA
59623,Villers-Guislain,245900733,CC des Hauts du Cambrésis,CC
59624,Villers-Outréaux,200030633,CC du Caudrésis et du Catésis,CC
59625,Villers-Plouich,245900741,CC de la Vacquerie,CC
59626,Villers-Pol,200004653,CC du Quercitain,CC
59627,Villers-Sire-Nicole,245900956,CC du Nord Maubeuge,CC
59628,Volckerinckhove,245901111,CC de l'Yser,CC
59629,Vred,245901152,CC Cœur d'Ostrevent,CC
59630,Wahagnies,245901202,CC du Sud Pévélois,CC
59631,Walincourt-Selvigny,200030633,CC du Caudrésis et du Catésis,CC
59632,Wallers,245901145,CA de la Porte du Hainaut,CA
59633,Wallers-en-Fagne,245900824,CC Guide du Pays de Trélon,CC
59634,Wallon-Cappel,ZZZZZZZZZ,nd,nd
59635,Wambaix,245900634,CA de Cambrai,CA
59636,Wambrechies,245900410,CU de Lille Métropole,CU
59637,Wandignies-Hamage,245901152,CC Cœur d'Ostrevent,CC
59638,Wannehain,245900857,CC du Pays de Pévèle,CC
59639,Wargnies-le-Grand,200004653,CC du Quercitain,CC
59640,Wargnies-le-Petit,200004653,CC du Quercitain,CC
59641,Warhem,245901004,CC de Flandre,CC
59642,Warlaing,245901152,CC Cœur d'Ostrevent,CC
59643,Warneton,245900410,CU de Lille Métropole,CU
59645,Wasnes-au-Bac,245901145,CA de la Porte du Hainaut,CA
59646,Wasquehal,245900410,CU de Lille Métropole,CU
59647,Watten,245900840,CC de la Colme,CC
59648,Wattignies,245900410,CU de Lille Métropole,CU
59649,Wattignies-la-Victoire,200030609,CC du Cœur de l'Avesnois,CC
59650,Wattrelos,245900410,CU de Lille Métropole,CU
59651,Wavrechain-sous-Denain,245901145,CA de la Porte du Hainaut,CA
59652,Wavrechain-sous-Faulx,245901145,CA de la Porte du Hainaut,CA
59653,Wavrin,245900410,CU de Lille Métropole,CU
59654,Waziers,245901228,CA du Douaisis,CA
59655,Wemaers-Cappel,245901103,CC du Pays de Cassel,CC
59656,Wervicq-Sud,245900410,CU de Lille Métropole,CU
59657,West-Cappel,245900170,CC du Canton de Bergues,CC
59658,Wicres,245900410,CU de Lille Métropole,CU
59659,Wignehies,245900683,CC Action Fourmies et Environs,CC
59660,Willems,245900410,CU de Lille Métropole,CU
59661,Willies,245900824,CC Guide du Pays de Trélon,CC
59662,Winnezeele,245901236,CC du Pays des Géants,CC
59663,Wormhout,245901111,CC de l'Yser,CC
59664,Wulverdinghe,245900840,CC de la Colme,CC
59665,Wylder,245900170,CC du Canton de Bergues,CC
59666,Zegerscappel,245901111,CC de l'Yser,CC
59667,Zermezeele,245901103,CC du Pays de Cassel,CC
59668,Zuydcoote,245900428,CU de Dunkerque Grand Littoral,CU
59669,Zuytpeene,245901103,CC du Pays de Cassel,CC
59670,Don,245900410,CU de Lille Métropole,CU
60001,Abancourt,246000848,CC de la Picardie Verte,CC
60002,Abbecourt,246000863,CC du Pays de Thelle,CC
60003,Abbeville-Saint-Lucien,246000608,CC des Vallées de la Brèche et de la Noye,CC
60004,Achy,246000848,CC de la Picardie Verte,CC
60005,Acy-en-Multien,246000871,CC du pays de Valois,CC
60006,Les Ageux,246000921,CC des Pays d'Oise et d'Halatte,CC
60007,Agnetz,246000376,CC du Clermontois,CC
60008,Airion,246000566,CC du Plateau Picard,CC
60009,Allonne,246000830,CA du Beauvaisis,CA
60010,Amblainville,246000582,CC des Sablons,CC
60011,Amy,246000855,CC du Pays des Sources,CC
60012,Andeville,246000582,CC des Sablons,CC
60013,Angicourt,246000921,CC des Pays d'Oise et d'Halatte,CC
60014,Angivillers,246000566,CC du Plateau Picard,CC
60015,Angy,246000863,CC du Pays de Thelle,CC
60016,Ansacq,246000376,CC du Clermontois,CC
60017,Ansauvillers,246000608,CC des Vallées de la Brèche et de la Noye,CC
60018,Anserville,246000582,CC des Sablons,CC
60019,Antheuil-Portes,246000855,CC du Pays des Sources,CC
60020,Antilly,246000871,CC du pays de Valois,CC
60021,Appilly,246000756,CC du Pays Noyonnais,CC
60022,Apremont,246000764,CC de l'Aire Cantilienne,CC
60023,Armancourt,246001010,CA de la Région de Compiègne,CA
60024,Arsy,246000897,CC de la Plaine d'Estrées,CC
60025,Attichy,246000749,CC du Canton d'Attichy,CC
60026,Auchy-la-Montagne,246000699,CC de CrèveCœur le Grand,CC
60027,Auger-Saint-Vincent,246000871,CC du pays de Valois,CC
60028,Aumont-en-Halatte,200023703,CC des Trois Forêts,CC
60029,Auneuil,246000830,CA du Beauvaisis,CA
60030,Auteuil,246000830,CA du Beauvaisis,CA
60031,Autheuil-en-Valois,246000871,CC du pays de Valois,CC
60032,Autrêches,246000749,CC du Canton d'Attichy,CC
60033,Avilly-Saint-Léonard,246000764,CC de l'Aire Cantilienne,CC
60034,Avrechy,246000566,CC du Plateau Picard,CC
60035,Avricourt,246000855,CC du Pays des Sources,CC
60036,Avrigny,246000897,CC de la Plaine d'Estrées,CC
60037,Baboeuf,246000756,CC du Pays Noyonnais,CC
60038,Bachivillers,246000707,CC du Vexin Thelle,CC
60039,Bacouël,246000608,CC des Vallées de la Brèche et de la Noye,CC
60040,Bailleul-le-Soc,246000897,CC de la Plaine d'Estrées,CC
60041,Bailleul-sur-Thérain,246000939,CC Rurales du Beauvaisis,CC
60042,Bailleval,246000129,CC du Liancourtois,CC
60043,Bailly,246000772,CC des Deux Vallées,CC
60044,Balagny-sur-Thérain,246000863,CC du Pays de Thelle,CC
60045,Barbery,200023695,CC Cœur Sud Oise,CC
60046,Bargny,246000871,CC du pays de Valois,CC
60047,Baron,246000871,CC du pays de Valois,CC
60048,Baugy,246000855,CC du Pays des Sources,CC
60049,Bazancourt,246000848,CC de la Picardie Verte,CC
60050,Bazicourt,246000921,CC des Pays d'Oise et d'Halatte,CC
60051,Beaudéduit,246000848,CC de la Picardie Verte,CC
60052,Beaugies-sous-Bois,246000756,CC du Pays Noyonnais,CC
60053,Beaulieu-les-Fontaines,246000855,CC du Pays des Sources,CC
60054,Beaumont-les-Nonains,246000582,CC des Sablons,CC
60055,Beaurains-lès-Noyon,246000756,CC du Pays Noyonnais,CC
60056,Beaurepaire,246000921,CC des Pays d'Oise et d'Halatte,CC
60057,Beauvais,246000830,CA du Beauvaisis,CA
60058,Beauvoir,246000608,CC des Vallées de la Brèche et de la Noye,CC
60059,Béhéricourt,246000756,CC du Pays Noyonnais,CC
60060,Belle-Église,246000863,CC du Pays de Thelle,CC
60061,Belloy,246000855,CC du Pays des Sources,CC
60062,Berlancourt,246000756,CC du Pays Noyonnais,CC
60063,Berneuil-en-Bray,246000830,CA du Beauvaisis,CA
60064,Berneuil-sur-Aisne,246000749,CC du Canton d'Attichy,CC
60065,Berthecourt,246000863,CC du Pays de Thelle,CC
60066,Béthancourt-en-Valois,246000871,CC du pays de Valois,CC
60067,Béthisy-Saint-Martin,246000947,CC de la Basse Automne,CC
60068,Béthisy-Saint-Pierre,246000947,CC de la Basse Automne,CC
60069,Betz,246000871,CC du pays de Valois,CC
60070,Bienville,246001010,CA de la Région de Compiègne,CA
60071,Biermont,246000855,CC du Pays des Sources,CC
60072,Bitry,246000749,CC du Canton d'Attichy,CC
60073,Blacourt,246000913,CC du Pays de Bray,CC
60074,Blaincourt-lès-Précy,246001150,CC la Ruraloise,CC
60075,Blancfossé,246000699,CC de CrèveCœur le Grand,CC
60076,Blargies,246000848,CC de la Picardie Verte,CC
60077,Blicourt,246000848,CC de la Picardie Verte,CC
60078,Blincourt,246000897,CC de la Plaine d'Estrées,CC
60079,Boissy-Fresnoy,246000871,CC du pays de Valois,CC
60080,Boissy-le-Bois,246000707,CC du Vexin Thelle,CC
60081,Bonlier,246000830,CA du Beauvaisis,CA
60082,Bonneuil-les-Eaux,246000608,CC des Vallées de la Brèche et de la Noye,CC
60083,Bonneuil-en-Valois,246000871,CC du pays de Valois,CC
60084,Bonnières,246000848,CC de la Picardie Verte,CC
60085,Bonvillers,246000608,CC des Vallées de la Brèche et de la Noye,CC
60086,Boran-sur-Oise,246001150,CC la Ruraloise,CC
60087,Borest,200023695,CC Cœur Sud Oise,CC
60088,Bornel,246000582,CC des Sablons,CC
60089,Boubiers,246000707,CC du Vexin Thelle,CC
60090,Bouconvillers,246000707,CC du Vexin Thelle,CC
60091,Bouillancy,246000871,CC du pays de Valois,CC
60092,Boullarre,246000871,CC du pays de Valois,CC
60093,Boulogne-la-Grasse,246000855,CC du Pays des Sources,CC
60094,Boursonne,246000871,CC du pays de Valois,CC
60095,Boury-en-Vexin,246000707,CC du Vexin Thelle,CC
60096,Boutavent,246000848,CC de la Picardie Verte,CC
60097,Boutencourt,246000707,CC du Vexin Thelle,CC
60098,Bouvresse,246000848,CC de la Picardie Verte,CC
60099,Braisnes,246000855,CC du Pays des Sources,CC
60100,Brasseuse,200023695,CC Cœur Sud Oise,CC
60101,Brégy,246000871,CC du pays de Valois,CC
60102,Brenouille,246000921,CC des Pays d'Oise et d'Halatte,CC
60103,Bresles,246000939,CC Rurales du Beauvaisis,CC
60104,Breteuil,246000608,CC des Vallées de la Brèche et de la Noye,CC
60105,Brétigny,246000756,CC du Pays Noyonnais,CC
60106,Breuil-le-Sec,246000376,CC du Clermontois,CC
60107,Breuil-le-Vert,246000376,CC du Clermontois,CC
60108,Briot,246000848,CC de la Picardie Verte,CC
60109,Brombos,246000848,CC de la Picardie Verte,CC
60110,Broquiers,246000848,CC de la Picardie Verte,CC
60111,Broyes,246000608,CC des Vallées de la Brèche et de la Noye,CC
60112,Brunvillers-la-Motte,246000566,CC du Plateau Picard,CC
60113,Bucamps,246000608,CC des Vallées de la Brèche et de la Noye,CC
60114,Buicourt,246000848,CC de la Picardie Verte,CC
60115,Bulles,246000566,CC du Plateau Picard,CC
60116,Bury,ZZZZZZZZZ,nd,nd
60117,Bussy,246000756,CC du Pays Noyonnais,CC
60118,Caisnes,246000756,CC du Pays Noyonnais,CC
60119,Cambronne-lès-Ribécourt,246000772,CC des Deux Vallées,CC
60120,Cambronne-lès-Clermont,246000376,CC du Clermontois,CC
60121,Campagne,246000756,CC du Pays Noyonnais,CC
60122,Campeaux,246000848,CC de la Picardie Verte,CC
60123,Campremy,246000608,CC des Vallées de la Brèche et de la Noye,CC
60124,Candor,246000855,CC du Pays des Sources,CC
60125,Canly,246000897,CC de la Plaine d'Estrées,CC
60126,Cannectancourt,246000855,CC du Pays des Sources,CC
60127,Canny-sur-Matz,246000855,CC du Pays des Sources,CC
60128,Canny-sur-Thérain,246000848,CC de la Picardie Verte,CC
60129,Carlepont,246000756,CC du Pays Noyonnais,CC
60130,Catenoy,ZZZZZZZZZ,nd,nd
60131,Catheux,246000699,CC de CrèveCœur le Grand,CC
60132,Catigny,246000756,CC du Pays Noyonnais,CC
60133,Catillon-Fumechon,246000566,CC du Plateau Picard,CC
60134,Cauffry,246000129,CC du Liancourtois,CC
60135,Cauvigny,246000863,CC du Pays de Thelle,CC
60136,Cempuis,246000848,CC de la Picardie Verte,CC
60137,Cernoy,246000566,CC du Plateau Picard,CC
60138,Chamant,200023703,CC des Trois Forêts,CC
60139,Chambly,246000863,CC du Pays de Thelle,CC
60140,Chambors,246000707,CC du Vexin Thelle,CC
60141,Chantilly,246000764,CC de l'Aire Cantilienne,CC
60142,La Chapelle-en-Serval,ZZZZZZZZZ,nd,nd
60143,Chaumont-en-Vexin,246000707,CC du Vexin Thelle,CC
60144,Chavençon,246000582,CC des Sablons,CC
60145,Chelles,246000749,CC du Canton d'Attichy,CC
60146,Chepoix,246000608,CC des Vallées de la Brèche et de la Noye,CC
60147,Chevincourt,246000772,CC des Deux Vallées,CC
60148,Chèvreville,246000871,CC du pays de Valois,CC
60149,Chevrières,246000897,CC de la Plaine d'Estrées,CC
60150,Chiry-Ourscamp,246000772,CC des Deux Vallées,CC
60151,Choisy-au-Bac,246001010,CA de la Région de Compiègne,CA
60152,Choisy-la-Victoire,246000897,CC de la Plaine d'Estrées,CC
60153,Choqueuse-les-Bénards,246000699,CC de CrèveCœur le Grand,CC
60154,Cinqueux,246000921,CC des Pays d'Oise et d'Halatte,CC
60155,Cires-lès-Mello,246001150,CC la Ruraloise,CC
60156,Clairoix,246001010,CA de la Région de Compiègne,CA
60157,Clermont,246000376,CC du Clermontois,CC
60158,Coivrel,246000566,CC du Plateau Picard,CC
60159,Compiègne,246001010,CA de la Région de Compiègne,CA
60160,Conchy-les-Pots,246000855,CC du Pays des Sources,CC
60161,Conteville,246000699,CC de CrèveCœur le Grand,CC
60162,Corbeil-Cerf,246000582,CC des Sablons,CC
60163,Cormeilles,246000699,CC de CrèveCœur le Grand,CC
60164,Le Coudray-Saint-Germer,246000913,CC du Pays de Bray,CC
60165,Le Coudray-sur-Thelle,246000863,CC du Pays de Thelle,CC
60166,Coudun,246000855,CC du Pays des Sources,CC
60167,Couloisy,246000749,CC du Canton d'Attichy,CC
60168,Courcelles-Epayelles,246000566,CC du Plateau Picard,CC
60169,Courcelles-lès-Gisors,246000707,CC du Vexin Thelle,CC
60170,Courteuil,200023703,CC des Trois Forêts,CC
60171,Courtieux,246000749,CC du Canton d'Attichy,CC
60172,Coye-la-Forêt,246000764,CC de l'Aire Cantilienne,CC
60173,Cramoisy,246001143,CC Pierre-Sud-Oise,CC
60174,Crapeaumesnil,246000855,CC du Pays des Sources,CC
60175,Creil,246000111,CA Creilloise,CA
60176,Crépy-en-Valois,246000871,CC du pays de Valois,CC
60177,Cressonsacq,246000566,CC du Plateau Picard,CC
60178,Crèvecoeur-le-Grand,246000699,CC de CrèveCœur le Grand,CC
60179,Crèvecoeur-le-Petit,246000566,CC du Plateau Picard,CC
60180,Crillon,246000848,CC de la Picardie Verte,CC
60181,Crisolles,246000756,CC du Pays Noyonnais,CC
60182,Le Crocq,246000699,CC de CrèveCœur le Grand,CC
60183,Croissy-sur-Celle,246000699,CC de CrèveCœur le Grand,CC
60184,Croutoy,246000749,CC du Canton d'Attichy,CC
60185,Crouy-en-Thelle,246000863,CC du Pays de Thelle,CC
60186,Cuignières,246000566,CC du Plateau Picard,CC
60187,Cuigy-en-Bray,246000913,CC du Pays de Bray,CC
60188,Cuise-la-Motte,246000749,CC du Canton d'Attichy,CC
60189,Cuts,246000756,CC du Pays Noyonnais,CC
60190,Cuvergnon,246000871,CC du pays de Valois,CC
60191,Cuvilly,246000855,CC du Pays des Sources,CC
60192,Cuy,246000855,CC du Pays des Sources,CC
60193,Daméraucourt,246000848,CC de la Picardie Verte,CC
60194,Dargies,246000848,CC de la Picardie Verte,CC
60195,Delincourt,246000707,CC du Vexin Thelle,CC
60196,Le Déluge,246000582,CC des Sablons,CC
60197,Dieudonné,246000863,CC du Pays de Thelle,CC
60198,Dives,246000855,CC du Pays des Sources,CC
60199,Doméliers,246000699,CC de CrèveCœur le Grand,CC
60200,Domfront,246000566,CC du Plateau Picard,CC
60201,Dompierre,246000566,CC du Plateau Picard,CC
60203,Duvy,246000871,CC du pays de Valois,CC
60204,Écuvilly,246000855,CC du Pays des Sources,CC
60205,Élencourt,246000848,CC de la Picardie Verte,CC
60206,Élincourt-Sainte-Marguerite,246000855,CC du Pays des Sources,CC
60207,Éméville,246000871,CC du pays de Valois,CC
60208,Énencourt-Léage,246000707,CC du Vexin Thelle,CC
60209,Énencourt-le-Sec,246000707,CC du Vexin Thelle,CC
60210,Épineuse,246000897,CC de la Plaine d'Estrées,CC
60211,Éragny-sur-Epte,246000707,CC du Vexin Thelle,CC
60212,Ercuis,246000863,CC du Pays de Thelle,CC
60213,Ermenonville,246000871,CC du pays de Valois,CC
60214,Ernemont-Boutavent,246000848,CC de la Picardie Verte,CC
60215,Erquery,246000376,CC du Clermontois,CC
60216,Erquinvillers,246000566,CC du Plateau Picard,CC
60217,Escames,246000848,CC de la Picardie Verte,CC
60218,Esches,246000582,CC des Sablons,CC
60219,Escles-Saint-Pierre,246000848,CC de la Picardie Verte,CC
60220,Espaubourg,246000913,CC du Pays de Bray,CC
60221,Esquennoy,246000608,CC des Vallées de la Brèche et de la Noye,CC
60222,Essuiles,246000566,CC du Plateau Picard,CC
60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,CC
60224,Étavigny,246000871,CC du pays de Valois,CC
60225,Étouy,246000376,CC du Clermontois,CC
60226,Ève,246000871,CC du pays de Valois,CC
60227,Évricourt,246000855,CC du Pays des Sources,CC
60228,Fay-les-Étangs,246000707,CC du Vexin Thelle,CC
60229,Le Fayel,246000897,CC de la Plaine d'Estrées,CC
60230,Le Fay-Saint-Quentin,246000939,CC Rurales du Beauvaisis,CC
60231,Feigneux,246000871,CC du pays de Valois,CC
60232,Ferrières,246000566,CC du Plateau Picard,CC
60233,Feuquières,246000848,CC de la Picardie Verte,CC
60234,Fitz-James,246000376,CC du Clermontois,CC
60235,Flavacourt,246000913,CC du Pays de Bray,CC
60236,Flavy-le-Meldeux,246000756,CC du Pays Noyonnais,CC
60237,Fléchy,246000608,CC des Vallées de la Brèche et de la Noye,CC
60238,Fleurines,200023703,CC des Trois Forêts,CC
60239,Fleury,246000707,CC du Vexin Thelle,CC
60240,Fontaine-Bonneleau,246000699,CC de CrèveCœur le Grand,CC
60241,Fontaine-Chaalis,200023695,CC Cœur Sud Oise,CC
60242,Fontaine-Lavaganne,246000848,CC de la Picardie Verte,CC
60243,Fontaine-Saint-Lucien,246000830,CA du Beauvaisis,CA
60244,Fontenay-Torcy,246000848,CC de la Picardie Verte,CC
60245,Formerie,246000848,CC de la Picardie Verte,CC
60246,Fosseuse,246000582,CC des Sablons,CC
60247,Fouilleuse,246000376,CC du Clermontois,CC
60248,Fouilloy,246000848,CC de la Picardie Verte,CC
60249,Foulangues,246000863,CC du Pays de Thelle,CC
60250,Fouquenies,246000830,CA du Beauvaisis,CA
60251,Fouquerolles,246000939,CC Rurales du Beauvaisis,CC
60252,Fournival,246000566,CC du Plateau Picard,CC
60253,Francastel,246000699,CC de CrèveCœur le Grand,CC
60254,Francières,246000897,CC de la Plaine d'Estrées,CC
60255,Fréniches,246000756,CC du Pays Noyonnais,CC
60256,Fresneaux-Montchevreuil,246000582,CC des Sablons,CC
60257,Fresne-Léguillon,246000707,CC du Vexin Thelle,CC
60258,Fresnières,246000855,CC du Pays des Sources,CC
60259,Fresnoy-en-Thelle,246000863,CC du Pays de Thelle,CC
60260,Fresnoy-la-Rivière,246000871,CC du pays de Valois,CC
60261,Fresnoy-le-Luat,246000871,CC du pays de Valois,CC
60262,Le Frestoy-Vaux,246000566,CC du Plateau Picard,CC
60263,Frétoy-le-Château,246000756,CC du Pays Noyonnais,CC
60264,Frocourt,246000830,CA du Beauvaisis,CA
60265,Froissy,246000608,CC des Vallées de la Brèche et de la Noye,CC
60267,Le Gallet,246000699,CC de CrèveCœur le Grand,CC
60268,Gannes,246000566,CC du Plateau Picard,CC
60269,Gaudechart,246000848,CC de la Picardie Verte,CC
60270,Genvry,246000756,CC du Pays Noyonnais,CC
60271,Gerberoy,246000848,CC de la Picardie Verte,CC
60272,Gilocourt,246000871,CC du pays de Valois,CC
60273,Giraumont,246000855,CC du Pays des Sources,CC
60274,Glaignes,246000871,CC du pays de Valois,CC
60275,Glatigny,246000848,CC de la Picardie Verte,CC
60276,Godenvillers,246000566,CC du Plateau Picard,CC
60277,Goincourt,246000830,CA du Beauvaisis,CA
60278,Golancourt,246000756,CC du Pays Noyonnais,CC
60279,Gondreville,246000871,CC du pays de Valois,CC
60280,Gourchelles,246000848,CC de la Picardie Verte,CC
60281,Gournay-sur-Aronde,246000855,CC du Pays des Sources,CC
60282,Gouvieux,246000764,CC de l'Aire Cantilienne,CC
60283,Gouy-les-Groseillers,246000608,CC des Vallées de la Brèche et de la Noye,CC
60284,Grandfresnoy,246000897,CC de la Plaine d'Estrées,CC
60285,Grandvillers-aux-Bois,246000566,CC du Plateau Picard,CC
60286,Grandvilliers,246000848,CC de la Picardie Verte,CC
60287,Grandrû,246000756,CC du Pays Noyonnais,CC
60288,Grémévillers,246000848,CC de la Picardie Verte,CC
60289,Grez,246000848,CC de la Picardie Verte,CC
60290,Guignecourt,246000830,CA du Beauvaisis,CA
60291,Guiscard,246000756,CC du Pays Noyonnais,CC
60292,Gury,246000855,CC du Pays des Sources,CC
60293,Hadancourt-le-Haut-Clocher,246000707,CC du Vexin Thelle,CC
60294,Hainvillers,246000855,CC du Pays des Sources,CC
60295,Halloy,246000848,CC de la Picardie Verte,CC
60296,Hannaches,246000848,CC de la Picardie Verte,CC
60297,Le Hamel,246000848,CC de la Picardie Verte,CC
60298,Hanvoile,246000848,CC de la Picardie Verte,CC
60299,Hardivillers,246000608,CC des Vallées de la Brèche et de la Noye,CC
60300,Hardivillers-en-Vexin,246000707,CC du Vexin Thelle,CC
60301,Haucourt,246000848,CC de la Picardie Verte,CC
60302,Haudivillers,246000939,CC Rurales du Beauvaisis,CC
60303,Hautbos,246000848,CC de la Picardie Verte,CC
60304,Haute-Épine,246000848,CC de la Picardie Verte,CC
60305,Hautefontaine,246000749,CC du Canton d'Attichy,CC
60306,Hécourt,246000848,CC de la Picardie Verte,CC
